"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 31 08:01:20 GMT 2022","Tue May 31 08:01:24 GMT 2022","4285","","TelexTest","","TelexTest","TestNavigation","TestNavigation()",""
