"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 31 08:18:48 GMT 2022","Tue May 31 08:18:52 GMT 2022","4134","","TelexTest","","TelexTest","TestNavigation","TestNavigation()","Navigation to the landing page"
